Genetic Algorithm Run Parameters and Results
Run directory: Results\GA_20251120_185806
  114, -26.250000, -46.000000
  115, -22.000000, -46.000000
  116, -33.750000, -46.000000
  117, -24.000000, -46.000000
  118, -15.000000, -46.000000
  119, -28.750000, -48.333333
  120, -25.500000, -46.000000
  121, -23.000000, -46.000000
  122, -31.250000, -46.000000
  123, -21.250000, -46.000000
  124, -32.250000, -46.000000
  125, -23.750000, -46.000000
  126, -26.750000, -46.000000
  127, -21.000000, -46.000000
  128, -22.000000, -46.000000
  129, -28.250000, -46.000000
  130, -29.000000, -46.000000
  131, -25.250000, -46.000000
  132, -25.750000, -47.333333
  133, -29.500000, -43.333333
  134, -23.250000, -43.333333
  135, -24.250000, -41.666667
  136, -23.000000, -36.333333
  137, -26.250000, -36.333333
  138, -28.000000, -36.333333
  139, -26.000000, -36.333333
  140, -17.750000, -36.333333
  141, -30.750000, -36.333333
  142, -13.250000, -36.333333
  143, -20.750000, -36.333333
  144, -26.750000, -36.333333
  145, -28.250000, -36.333333
  146, -20.750000, -36.333333
  147, -22.250000, -36.333333
  148, -32.750000, -36.333333
  149, -26.500000, -36.333333
  150, -13.500000, -36.333333
  151, -27.000000, -36.333333
  152, -25.500000, -36.333333
  153, -21.250000, -39.333333
  154, -27.250000, -36.666667
  155, -18.500000, -44.000000
  156, -19.750000, -36.666667
  157, -20.250000, -36.333333
  158, -22.000000, -39.000000
  159, -12.000000, -46.666667
  160, -25.750000, -46.666667
  161, -18.500000, -41.666667
  162, -25.250000, -44.666667
  163, -24.750000, -41.666667
  164, 3.000000, -40.333333
  165, -1.500000, -40.333333
  166, -8.000000, -40.333333
  167, 4.500000, -40.333333
  168, -0.250000, -40.333333
  169, -7.750000, -40.333333
  170, -4.250000, -40.333333
  171, -6.750000, -40.333333
  172, 1.750000, -40.333333
  173, 0.000000, -40.333333
  174, -6.250000, -40.333333
  175, -7.250000, -40.333333
  176, 4.750000, -40.333333
  177, -2.500000, -40.333333
  178, -4.250000, -40.333333
  179, -1.750000, -40.333333
  180, 0.000000, -40.333333
  181, 3.000000, -38.000000
  182, 1.500000, -40.333333
  183, 0.000000, -40.333333
  184, -7.500000, -40.333333
  185, -1.500000, -40.333333
  186, -2.500000, -40.333333
  187, -5.500000, -40.333333
  188, -7.000000, -40.333333
  189, -1.500000, -40.333333
  190, 4.250000, -40.333333
  191, 0.000000, -40.333333
  192, -2.500000, -40.333333
  193, -10.750000, -40.333333
  194, -1.000000, -40.333333
  195, 1.500000, -40.333333
  196, 9.500000, -40.333333
  197, 5.250000, -40.333333
  198, -5.250000, -40.333333
  199, 0.500000, -40.333333
